name,country,region,sub_region,latitude,longitude,elevation_m,coast_distance_km,avg_temp_summer_c,avg_temp_winter_c,annual_rainfall_mm,sunny_days_per_year,hiking_trails_count,unesco_sites_within_100km,museum_count,national_parks_within_100km,theme_parks_count,cost_of_living_index,avg_3star_hotel_usd,annual_visitors_millions,visitors_per_capita,label
Phnom Penh,Cambodia,SE Asia,Capital,12.917,109.917,78.0,44.5,28.4,25.1,1452.0,228.0,2.0,1,50.0,0,0,36.7,46.0,1.1,0.29,Culture
Battambang,Cambodia,SE Asia,Northwest,10.53,106.34,160.0,137.7,28.3,25.2,1551.0,238.0,4.0,0,11.0,0,1,32.5,37.0,0.661,3.02,Budget
Sihanoukville,Cambodia,SE Asia,Coast,11.489,106.567,102.0,0.2,26.9,26.1,1761.0,236.0,21.0,0,7.0,1,0,38.9,51.0,0.632,4.3,Budget
Koh Rong,Cambodia,SE Asia,Coast,15.123,107.546,61.0,2.8,28.2,23.4,1667.0,241.0,20.0,0,5.0,1,0,36.3,34.0,0.83,3.3,Budget
Kampot,Cambodia,SE Asia,South,11.825,106.086,176.0,49.3,28.0,24.5,1191.0,241.0,22.0,0,7.0,0,0,33.5,45.0,0.249,0.43,Budget
Kep,Cambodia,SE Asia,South,12.534,103.025,190.0,117.0,26.1,24.7,1495.0,210.0,9.0,0,10.0,0,0,32.4,41.0,0.564,1.03,Budget
Luang Prabang,Laos,SE Asia,North,17.25,105.423,188.0,212.1,25.1,19.7,1515.0,215.0,15.0,0,20.0,0,0,27.2,30.0,0.055,0.23,Culture
Vientiane,Laos,SE Asia,Central,15.891,104.34,106.0,104.0,28.7,21.6,1191.0,197.0,10.0,1,47.0,0,0,32.7,45.0,0.685,0.42,Budget
Vang Vieng,Laos,SE Asia,Central,16.839,107.268,147.0,135.8,30.3,21.2,1433.0,179.0,0,0,2.0,2,0,28.7,31.0,0.356,1.64,Budget
4000 Islands,Laos,SE Asia,South,18.798,103.45,136.0,1.2,28.4,17.5,1763.0,206.0,11.0,0,2.0,1,0,30.8,31.0,0.255,2.92,Budget
Plain of Jars,Laos,SE Asia,Northeast,18.676,104.272,104.0,84.9,27.9,21.2,1278.0,194.0,7.0,0,16.0,0,0,25.8,30.0,0.066,1.14,Budget
Bali - Ubud,Indonesia,SE Asia,Bali,-2.146,115.979,330.0,2.3,25.6,23.4,2351.0,215.0,12.0,0,8.0,1,0,44.6,64.0,1.985,0.59,Culture
Bali - Seminyak,Indonesia,SE Asia,Bali,-0.384,118.99,67.0,0.5,23.8,25.9,3134.0,214.0,29.0,0,1.0,0,1,41.7,55.0,1.24,1.29,Relaxation
Bali - Canggu,Indonesia,SE Asia,Bali,-2.374,117.291,228.0,2.8,26.5,24.9,2392.0,189.0,29.0,1,6.0,2,0,38.9,53.0,3.666,0.84,Relaxation
Bali - Uluwatu,Indonesia,SE Asia,Bali,-3.373,118.759,139.0,0.9,26.0,24.6,2449.0,215.0,20.0,0,7.0,1,1,43.8,57.0,4.452,1.58,Relaxation
Bali - Kuta,Indonesia,SE Asia,Bali,-3.631,116.925,170.0,1.2,24.2,23.4,2021.0,207.0,9.0,0,4.0,1,0,38.3,47.0,2.04,1.31,Relaxation
Bali - Sanur,Indonesia,SE Asia,Bali,-3.482,118.109,111.0,2.6,25.5,25.8,2387.0,204.0,6.0,0,9.0,1,0,39.3,54.0,3.229,1.37,Relaxation
Bali - Nusa Dua,Indonesia,SE Asia,Bali,-1.349,116.15,153.0,0.2,24.6,26.3,2704.0,226.0,23.0,0,9.0,1,0,29.7,46.0,2.77,0.63,Relaxation
Bali - Amed,Indonesia,SE Asia,Bali,-2.532,119.373,113.0,0.6,27.3,25.3,2223.0,206.0,17.0,0,8.0,0,0,42.8,54.0,2.584,3.41,Relaxation
Nusa Penida,Indonesia,SE Asia,Bali,-3.018,119.491,78.0,2.3,26.3,26.2,2078.0,209.0,13.0,0,4.0,1,1,40.6,51.0,2.799,0.85,Relaxation
Nusa Lembongan,Indonesia,SE Asia,Bali,-2.618,119.816,213.0,2.5,24.9,22.1,2522.0,197.0,34.0,0,0.0,1,0,40.8,65.0,3.41,3.66,Relaxation
Gili Trawangan,Indonesia,SE Asia,West Nusa Tenggara,-1.962,112.983,186.0,0.3,25.8,28.1,2028.0,210.0,20.0,0,9.0,0,1,43.6,57.0,2.855,0.59,Relaxation
Gili Air,Indonesia,SE Asia,West Nusa Tenggara,-1.675,117.094,10.0,1.4,25.4,26.2,1995.0,195.0,15.0,0,4.0,1,0,40.4,60.0,2.277,0.63,Relaxation
Lombok,Indonesia,SE Asia,West Nusa Tenggara,0.149,116.602,0,2.7,26.6,26.0,2633.0,194.0,38.0,0,7.0,2,1,31.7,51.0,2.103,1.46,Relaxation
Komodo Islands,Indonesia,SE Asia,East Nusa Tenggara,-1.747,116.12,142.0,0.6,24.9,25.0,3518.0,193.0,0,0,10.0,1,0,37.5,57.0,3.133,0.71,Adventure
Flores,Indonesia,SE Asia,East Nusa Tenggara,-2.807,116.721,150.0,2.7,25.3,24.9,2782.0,213.0,23.0,0,0,1,0,36.5,59.0,1.369,2.51,Relaxation
Yogyakarta,Indonesia,SE Asia,Java,-0.69,119.927,85.0,236.1,25.0,28.0,2003.0,208.0,16.0,0,79.0,0,0,37.3,44.0,0.695,0.07,Culture
Borobudur,Indonesia,SE Asia,Java,-2.835,118.254,154.0,120.6,24.9,24.5,2939.0,204.0,16.0,2,23.0,0,1,36.7,49.0,1.105,0.06,Culture
Jakarta,Indonesia,SE Asia,Java,-2.869,117.462,0,107.0,27.0,27.5,2500.0,204.0,22.0,2,313.0,0,0,45.9,66.0,2.622,0.04,Culture
Bandung,Indonesia,SE Asia,Java,-1.056,119.165,92.0,43.2,26.8,24.9,1722.0,202.0,15.0,1,82.0,1,0,32.8,45.0,0.147,0.01,Culture
Mount Bromo,Indonesia,SE Asia,Java,-2.841,120.299,116.0,161.2,25.6,26.0,2251.0,163.0,13.0,0,76.0,2,0,29.3,52.0,0.281,0.03,Adventure
Raja Ampat,Indonesia,SE Asia,West Papua,-1.849,119.12,166.0,65.8,27.5,27.2,2032.0,185.0,16.0,1,66.0,0,0,33.6,41.0,1.143,0.16,Adventure
Sumatra - Lake Toba,Indonesia,SE Asia,Sumatra,-2.166,118.686,633.0,218.7,23.6,21.0,2485.0,198.0,48.0,0,70.0,1,0,37.4,54.0,0.207,0.03,Relaxation
Sumatra - Bukit Lawang,Indonesia,SE Asia,Sumatra,-3.069,117.135,173.0,242.0,24.3,25.7,2382.0,206.0,20.0,0,72.0,1,0,38.6,57.0,0.193,0.04,Adventure
Sulawesi - Tana Toraja,Indonesia,SE Asia,Sulawesi,-4.608,118.769,203.0,108.7,24.8,24.2,1998.0,210.0,17.0,0,86.0,0,0,33.6,50.0,0.863,0.26,Culture
Sulawesi - Bunaken,Indonesia,SE Asia,Sulawesi,-0.334,118.717,181.0,47.4,26.1,23.9,2464.0,190.0,8.0,0,88.0,2,1,39.8,54.0,0.84,0.08,Relaxation
Kuala Lumpur,Malaysia,SE Asia,Federal,4.369,109.722,101.0,41.9,27.0,27.1,1745.0,206.0,16.0,1,47.0,0,0,46.4,74.0,7.064,0.9,Culture
Penang - George Town,Malaysia,SE Asia,Penang,5.951,106.071,166.0,209.9,27.4,29.0,3450.0,227.0,6.0,0,24.0,1,0,44.6,68.0,0.359,0.3,Culture
Langkawi,Malaysia,SE Asia,Kedah,4.453,110.168,99.0,178.2,28.2,26.7,1992.0,198.0,0,0,18.0,0,0,48.6,72.0,1.026,3.35,Relaxation
Malacca,Malaysia,SE Asia,Malacca,2.059,109.547,4.0,94.0,25.2,26.8,2093.0,209.0,26.0,0,0,0,0,35.0,49.0,1.487,2.11,Culture
Borneo - Kota Kinabalu,Malaysia,SE Asia,Sabah,2.698,111.529,41.0,195.2,29.6,25.4,2367.0,235.0,13.0,0,15.0,0,0,39.3,67.0,1.12,1.05,Adventure
Borneo - Sandakan,Malaysia,SE Asia,Sabah,4.46,111.493,155.0,220.1,27.9,25.5,2204.0,230.0,6.0,0,17.0,0,0,41.4,59.0,1.363,2.37,Adventure
Borneo - Kuching,Malaysia,SE Asia,Sarawak,4.356,111.955,55.0,121.5,28.1,26.3,2500.0,181.0,33.0,0,15.0,1,0,43.4,53.0,1.612,1.27,Adventure
Cameron Highlands,Malaysia,SE Asia,Pahang,4.094,110.649,181.0,35.1,27.0,26.7,2584.0,191.0,7.0,0,24.0,1,0,40.1,56.0,1.966,3.95,Adventure
Tioman Island,Malaysia,SE Asia,Pahang,4.959,110.025,213.0,2.2,25.1,25.6,2060.0,222.0,28.0,0,4.0,0,0,47.9,79.0,5.072,36.21,Relaxation
Perhentian Islands,Malaysia,SE Asia,Terengganu,4.014,109.721,66.0,0.0,27.7,26.3,2256.0,213.0,16.0,0,5.0,2,0,43.5,63.0,4.567,14.42,Relaxation
Ipoh,Malaysia,SE Asia,Perak,3.567,103.971,116.0,103.8,28.6,27.6,2434.0,201.0,0,0,24.0,2,0,35.1,50.0,0.511,0.8,Budget
Singapore - Marina Bay,Singapore,SE Asia,Central,2.193,110.095,107.0,1.7,26.7,24.6,1984.0,202.0,10.0,0,21.0,0,1,96.5,210.0,3.205,11.39,Luxury
Singapore - Sentosa,Singapore,SE Asia,Central,1.083,106.801,181.0,116.0,26.1,27.1,2187.0,219.0,33.0,0,0.0,1,2,87.1,206.0,1.052,8.23,Family
Singapore - Chinatown,Singapore,SE Asia,Central,3.595,108.025,36.0,89.8,26.5,26.1,2890.0,205.0,30.0,0,4.0,1,0,77.5,165.0,0.353,1.64,Culture
Singapore - Little India,Singapore,SE Asia,Central,1.689,101.496,219.0,239.3,26.2,25.4,1986.0,198.0,19.0,0,6.0,1,0,87.7,168.0,1.577,7.25,Culture
Singapore - Orchard,Singapore,SE Asia,Central,3.073,102.504,160.0,221.5,28.1,26.2,1996.0,201.0,22.0,0,9.0,1,0,89.3,163.0,1.28,10.52,Luxury
Manila,Philippines,SE Asia,Luzon,14.044,123.652,48.0,183.9,30.3,24.1,2490.0,186.0,10.0,1,96.0,1,0,44.5,65.0,1.41,0.07,Culture
Boracay,Philippines,SE Asia,Visayas,14.309,123.796,59.0,2.3,26.4,23.5,2941.0,229.0,16.0,0,5.0,0,0,47.6,74.0,1.618,1.22,Relaxation
Palawan - El Nido,Philippines,SE Asia,Palawan,11.907,118.278,197.0,1.5,26.9,23.3,1917.0,180.0,14.0,0,12.0,0,0,43.5,58.0,0.98,0.62,Adventure
Palawan - Coron,Philippines,SE Asia,Palawan,13.01,122.011,88.0,0.3,26.3,24.7,3156.0,209.0,6.0,0,9.0,0,0,47.6,57.0,1.087,0.56,Adventure
Palawan - Puerto Princesa,Philippines,SE Asia,Palawan,11.817,120.571,86.0,2.5,26.1,23.9,2397.0,199.0,2.0,0,5.0,2,0,47.5,57.0,0.632,0.63,Adventure
Cebu,Philippines,SE Asia,Visayas,12.682,122.217,21.0,22.5,28.3,25.2,2988.0,217.0,3.0,0,50.0,1,1,34.3,57.0,0.363,0.09,Relaxation
Bohol,Philippines,SE Asia,Visayas,13.79,126.186,25.0,60.1,27.6,27.1,2914.0,184.0,8.0,0,42.0,1,1,35.8,50.0,0.499,0.17,Relaxation
Siargao,Philippines,SE Asia,Mindanao,13.998,124.845,3.0,79.6,27.9,25.3,1855.0,181.0,6.0,0,35.0,0,0,40.1,51.0,0.262,0.18,Adventure
Banaue Rice Terraces,Philippines,SE Asia,Luzon,13.456,117.576,131.0,222.6,26.6,24.9,1979.0,236.0,8.0,0,33.0,0,0,37.2,52.0,0.171,0.17,Adventure
Vigan,Philippines,SE Asia,Luzon,12.238,122.334,54.0,65.0,26.5,23.4,2436.0,204.0,28.0,0,19.0,0,0,38.7,56.0,0.471,0.11,Culture
Donsol,Philippines,SE Asia,Luzon,12.024,123.582,90.0,62.6,27.3,25.0,1457.0,188.0,3.0,0,25.0,1,0,41.3,67.0,0.232,0.08,Adventure
Camiguin,Philippines,SE Asia,Mindanao,14.368,120.153,187.0,43.2,27.8,24.3,2401.0,197.0,11.0,0,30.0,1,0,36.7,55.0,0.076,0.03,Relaxation
Yangon,Myanmar,SE Asia,Lower Myanmar,24.099,92.306,39.0,33.0,28.7,21.5,1927.0,173.0,10.0,0,102.0,0,0,36.6,46.0,0.924,0.08,Culture
Bagan,Myanmar,SE Asia,Central Myanmar,23.967,94.647,162.0,36.8,27.3,24.0,1837.0,202.0,0,0,54.0,2,0,35.5,48.0,0.228,0.07,Culture
Mandalay,Myanmar,SE Asia,Central Myanmar,23.395,97.425,132.0,129.8,29.2,21.7,1342.0,215.0,32.0,0,20.0,2,1,32.4,42.0,0.041,0.02,Culture
Inle Lake,Myanmar,SE Asia,Shan State,21.466,94.004,456.0,124.1,23.7,20.3,2460.0,208.0,41.0,0,27.0,0,0,25.0,36.0,0.057,0.03,Adventure
Hpa-An,Myanmar,SE Asia,Kayin State,20.262,97.061,77.0,33.1,29.7,22.1,2033.0,224.0,0,0,8.0,0,0,32.3,41.0,0.179,0.11,Budget
Ngapali Beach,Myanmar,SE Asia,Rakhine,23.879,93.235,259.0,0.7,26.0,17.0,2375.0,196.0,8.0,0,2.0,2,0,33.3,36.0,0.285,0.54,Relaxation
Delhi,India,South Asia,National Capital,21.158,79.431,111.0,190.6,31.6,18.7,1144.0,230.0,16.0,8,1436.0,1,0,30.3,45.0,5.287,0.03,Culture
Mumbai,India,South Asia,Maharashtra,21.332,79.202,58.0,24.3,30.7,18.7,1131.0,259.0,5.0,2,349.0,0,0,28.9,44.0,1.792,0.04,Culture
Agra,India,South Asia,Uttar Pradesh,19.889,75.169,47.0,98.4,32.3,16.3,813.0,254.0,12.0,0,355.0,1,1,30.3,63.0,0.864,0.02,Culture
Jaipur,India,South Asia,Rajasthan,21.659,77.678,323.0,127.5,30.8,15.9,1234.0,231.0,9.0,3,352.0,2,0,29.9,47.0,0.985,0.02,Culture
Udaipur,India,South Asia,Rajasthan,23.131,79.707,125.0,172.0,32.4,14.7,1065.0,241.0,15.0,1,358.0,2,0,25.4,38.0,0.226,0.01,Culture
Jodhpur,India,South Asia,Rajasthan,21.168,78.161,56.0,219.9,32.8,19.2,1266.0,261.0,17.0,0,359.0,2,1,31.3,48.0,0.655,0.03,Culture
Jaisalmer,India,South Asia,Rajasthan,22.886,76.283,0,101.3,31.7,16.0,1053.0,246.0,1.0,1,361.0,1,0,30.5,48.0,0.18,0.0,Culture
Pushkar,India,South Asia,Rajasthan,22.545,74.528,287.0,226.4,28.1,18.7,1086.0,245.0,6.0,0,362.0,2,0,29.7,42.0,0.955,0.04,Culture
Varanasi,India,South Asia,Uttar Pradesh,20.247,78.825,267.0,27.5,30.1,14.8,1180.0,240.0,33.0,1,366.0,2,1,28.9,42.0,1.538,0.04,Culture
Rishikesh,India,South Asia,Uttarakhand,24.126,76.691,38.0,92.9,32.3,19.6,1250.0,231.0,20.0,1,337.0,1,0,24.9,45.0,0.71,0.02,Adventure
Haridwar,India,South Asia,Uttarakhand,21.028,80.502,60.0,159.2,30.4,18.1,764.0,225.0,21.0,2,365.0,1,0,26.9,43.0,0.657,0.02,Culture
Goa - North,India,South Asia,Goa,22.631,79.392,195.0,222.7,31.0,17.6,985.0,243.0,0,2,364.0,1,0,26.4,41.0,0.269,0.01,Relaxation
Goa - South,India,South Asia,Goa,17.77,81.778,35.0,101.5,30.5,18.9,1076.0,231.0,29.0,1,347.0,2,0,33.5,52.0,1.382,0.03,Relaxation
Kerala - Kochi,India,South Asia,Kerala,20.98,74.904,173.0,181.0,30.7,14.5,790.0,221.0,6.0,0,357.0,2,0,27.9,50.0,1.006,0.09,Culture
Kerala - Munnar,India,South Asia,Kerala,21.891,77.464,190.0,149.8,32.0,15.6,1216.0,223.0,8.0,0,364.0,0,0,34.0,47.0,1.1,0.05,Adventure
Kerala - Alleppey,India,South Asia,Kerala,22.512,77.309,159.0,86.2,30.1,17.1,1327.0,280.0,11.0,0,368.0,0,0,25.8,46.0,1.319,0.02,Relaxation
Kerala - Varkala,India,South Asia,Kerala,21.647,74.529,85.0,21.5,31.6,17.2,1237.0,284.0,0,1,352.0,1,0,23.9,34.0,0.409,0.01,Relaxation
Kolkata,India,South Asia,West Bengal,22.546,81.241,114.0,46.8,31.0,17.7,1186.0,210.0,6.0,1,366.0,2,0,23.2,33.0,1.164,0.04,Culture
Darjeeling,India,South Asia,West Bengal,22.165,78.935,215.0,212.7,28.5,14.0,996.0,230.0,0,1,349.0,0,0,26.0,35.0,1.249,0.02,Adventure
Sikkim - Gangtok,India,South Asia,Sikkim,22.977,80.075,16.0,20.7,33.3,18.7,1132.0,252.0,5.0,1,361.0,2,0,22.8,41.0,1.636,0.04,Adventure
Ladakh - Leh,India,South Asia,Ladakh,20.004,75.185,127.0,157.5,30.2,16.8,1199.0,288.0,26.0,1,349.0,1,0,30.8,50.0,1.015,0.02,Adventure
Kashmir - Srinagar,India,South Asia,Jammu and Kashmir,22.668,78.341,29.0,2.4,29.3,17.9,1227.0,256.0,0,2,6.0,0,0,28.5,44.0,1.726,0.6,Adventure
Manali,India,South Asia,Himachal Pradesh,20.529,76.6,1691.0,94.6,21.1,6.0,1145.0,218.0,58.0,3,7.0,3,0,31.8,52.0,1.239,0.11,Adventure
Shimla,India,South Asia,Himachal Pradesh,21.071,73.765,1874.0,256.9,19.0,4.3,1015.0,212.0,97.0,3,5.0,2,0,24.1,43.0,0.169,0.0,Adventure
Dharamshala,India,South Asia,Himachal Pradesh,21.63,78.079,1502.0,333.2,20.8,9.4,1142.0,227.0,85.0,3,6.0,3,0,25.4,40.0,0.242,0.02,Adventure
Hampi,India,South Asia,Karnataka,21.557,74.661,108.0,211.0,31.4,16.6,1030.0,237.0,0,0,352.0,1,0,29.1,47.0,0.37,0.01,Culture
Bangalore,India,South Asia,Karnataka,20.706,77.104,69.0,113.5,31.9,17.3,1259.0,233.0,1.0,1,370.0,1,0,29.7,43.0,0.228,0.01,Culture
Mysore,India,South Asia,Karnataka,20.386,78.743,173.0,53.1,31.5,16.4,1040.0,228.0,9.0,2,355.0,1,0,27.4,44.0,0.352,0.01,Culture
Chennai,India,South Asia,Tamil Nadu,21.984,79.728,96.0,93.9,32.0,16.0,1019.0,269.0,13.0,2,360.0,1,1,23.9,38.0,0.928,0.02,Culture
Pondicherry,India,South Asia,Puducherry,21.641,73.517,91.0,49.3,31.6,19.2,1121.0,249.0,17.0,2,370.0,1,0,33.0,43.0,0.893,0.03,Culture
Madurai,India,South Asia,Tamil Nadu,21.536,80.047,70.0,175.6,34.1,15.5,1061.0,221.0,22.0,0,352.0,2,1,26.8,40.0,0.384,0.02,Culture
Hyderabad,India,South Asia,Telangana,21.898,71.327,163.0,184.5,30.6,15.6,1128.0,249.0,22.0,3,370.0,0,0,28.4,45.0,0.818,0.06,Culture
Khajuraho,India,South Asia,Madhya Pradesh,20.867,80.067,137.0,233.4,32.8,16.7,1463.0,257.0,2.0,1,352.0,1,0,27.9,48.0,0.389,0.02,Culture
Ranthambore,India,South Asia,Rajasthan,22.841,80.319,188.0,168.3,31.8,15.3,1274.0,256.0,1.0,2,357.0,1,0,21.9,39.0,1.539,0.04,Adventure
Colombo,Sri Lanka,South Asia,Western,8.958,82.581,152.0,243.1,27.0,26.8,2495.0,193.0,11.0,1,53.0,1,0,38.0,61.0,0.521,0.16,Culture
Kandy,Sri Lanka,South Asia,Central,9.704,82.087,131.0,165.8,27.9,25.0,2197.0,193.0,19.0,0,10.0,1,0,29.8,50.0,0.09,0.24,Culture
Galle,Sri Lanka,South Asia,Southern,6.054,82.072,248.0,63.9,24.5,21.9,2595.0,221.0,15.0,0,14.0,1,0,33.0,48.0,0.152,1.12,Culture
Sigiriya,Sri Lanka,South Asia,Central,7.633,83.055,239.0,78.2,27.0,21.6,1321.0,225.0,0,0,22.0,1,0,34.3,51.0,0.028,0.07,Culture
Ella,Sri Lanka,South Asia,Uva,6.101,78.74,106.0,215.7,26.6,27.8,2339.0,223.0,22.0,0,4.0,1,1,32.2,45.0,0.134,0.18,Adventure
Nuwara Eliya,Sri Lanka,South Asia,Central,6.943,83.674,208.0,237.2,25.8,21.1,1912.0,184.0,26.0,0,24.0,2,0,31.1,47.0,0.111,0.17,Adventure
Yala National Park,Sri Lanka,South Asia,Southern,6.107,82.333,224.0,91.6,24.2,23.8,1933.0,179.0,63.0,0,4.0,1,0,27.7,42.0,0.029,0.12,Adventure
Mirissa,Sri Lanka,South Asia,Southern,10.034,80.987,0,236.9,28.6,25.2,2509.0,241.0,8.0,0,10.0,1,0,27.4,47.0,0.059,0.23,Relaxation
Unawatuna,Sri Lanka,South Asia,Southern,8.597,79.966,86.0,80.8,29.2,23.5,2030.0,196.0,27.0,0,0.0,0,1,30.1,54.0,0.193,0.44,Relaxation
Anuradhapura,Sri Lanka,South Asia,North Central,6.52,78.396,102.0,242.8,28.4,23.0,1811.0,208.0,27.0,0,12.0,0,0,34.8,47.0,0.067,0.12,Culture
Polonnaruwa,Sri Lanka,South Asia,North Central,6.141,77.191,103.0,102.5,27.8,26.0,1877.0,195.0,16.0,0,13.0,0,0,30.5,52.0,0.088,0.16,Culture
Trincomalee,Sri Lanka,South Asia,Eastern,6.51,81.602,151.0,105.8,26.2,23.8,2462.0,196.0,40.0,0,12.0,2,0,27.3,48.0,0.13,0.55,Relaxation
Arugam Bay,Sri Lanka,South Asia,Eastern,8.536,82.263,18.0,1.6,26.1,26.3,2046.0,226.0,26.0,0,8.0,0,0,35.1,54.0,0.145,0.18,Adventure
Kathmandu,Nepal,South Asia,Bagmati,28.206,84.877,125.0,40.7,22.0,9.3,1783.0,209.0,4.0,1,47.0,1,1,32.6,36.0,0.301,0.07,Adventure
Pokhara,Nepal,South Asia,Gandaki,29.688,83.113,42.0,112.0,24.3,9.2,1582.0,185.0,15.0,0,5.0,2,0,30.9,40.0,0.048,0.07,Adventure
Everest Base Camp area,Nepal,South Asia,Province 1,30.428,84.127,1357.0,104.7,13.4,2.9,1605.0,173.0,101.0,0,4.0,2,0,27.2,33.0,0.031,0.04,Adventure
Annapurna Circuit,Nepal,South Asia,Gandaki,27.995,85.229,916.0,299.5,14.9,6.4,1699.0,171.0,76.0,0,1.0,3,0,28.5,35.0,0.014,0.02,Adventure
Chitwan National Park,Nepal,South Asia,Bagmati,28.363,83.108,181.0,135.5,18.4,9.3,1010.0,224.0,11.0,0,4.0,3,1,25.9,37.0,0.073,0.17,Adventure
Lumbini,Nepal,South Asia,Lumbini,26.338,83.842,179.0,126.9,19.9,11.8,1526.0,195.0,34.0,0,7.0,1,0,25.1,30.0,0.055,0.09,Adventure
Bandipur,Nepal,South Asia,Gandaki,28.281,84.615,219.0,142.2,21.8,7.8,1495.0,192.0,32.0,0,0,1,1,29.7,37.0,0.113,0.12,Adventure
Nagarkot,Nepal,South Asia,Bagmati,26.757,83.773,189.0,53.8,21.3,10.9,1348.0,212.0,26.0,0,29.0,1,0,25.6,32.0,0.064,0.06,Adventure
Thimphu,Bhutan,South Asia,Western,28.33,88.678,159.0,80.0,17.5,3.4,2649.0,207.0,5.0,0,17.0,1,0,58.3,163.0,0.072,0.47,Culture
Paro,Bhutan,South Asia,Western,29.405,88.882,108.0,24.3,18.5,3.6,2307.0,198.0,43.0,0,3.0,0,0,42.8,107.0,0.013,0.63,Culture
Punakha,Bhutan,South Asia,Western,25.727,91.785,32.0,148.3,17.4,4.1,2490.0,204.0,25.0,0,0,0,0,41.7,139.0,0.025,1.16,Culture
Bumthang,Bhutan,South Asia,Central,26.221,89.808,181.0,104.9,20.2,3.5,2533.0,198.0,28.0,0,9.0,1,0,50.9,140.0,0.016,0.49,Adventure
Tiger's Nest,Bhutan,South Asia,Western,26.18,92.253,0,48.4,20.0,4.2,2366.0,210.0,35.0,0,8.0,1,0,35.6,129.0,0.013,0.49,Adventure
Malé,Maldives,South Asia,North Malé,1.686,71.043,76.0,0,25.9,25.3,1679.0,227.0,7.0,0,34.0,1,0,82.8,369.0,0.501,5.01,Relaxation
North Malé Atoll,Maldives,South Asia,North Malé,2.301,73.476,186.0,2.0,25.5,25.9,2134.0,223.0,4.0,0,0,2,0,61.9,333.0,0.132,6.62,Relaxation
South Malé Atoll,Maldives,South Asia,South Malé,1.719,68.687,227.0,2.4,26.0,23.2,2504.0,255.0,36.0,0,6.0,1,1,79.7,333.0,0.36,17.99,Relaxation
Baa Atoll,Maldives,South Asia,Baa,2.109,73.562,0,2.4,25.2,27.1,2121.0,260.0,24.0,0,8.0,1,0,64.9,272.0,0.132,6.58,Relaxation
Ari Atoll,Maldives,South Asia,Ari,1.746,73.567,161.0,2.7,23.7,22.8,2054.0,195.0,0,0,0,0,0,75.8,317.0,0.123,6.15,Relaxation
Maafushi,Maldives,South Asia,Kaafu,1.033,72.99,83.0,0,27.7,27.2,2223.0,255.0,0,0,10.0,1,0,66.2,242.0,0.057,2.86,Relaxation
Hulhumalé,Maldives,South Asia,Kaafu,0.924,74.015,122.0,0,25.2,24.9,2460.0,230.0,13.0,0,5.0,0,0,64.7,266.0,0.072,3.58,Relaxation
Istanbul,Turkey,Middle East,Marmara,39.828,34.601,59.0,121.2,25.6,2.9,771.0,236.0,5.0,3,94.0,0,0,40.4,66.0,11.649,0.78,Culture
Cappadocia,Turkey,Middle East,Central Anatolia,40.24,33.244,0,243.7,27.4,2.8,487.0,217.0,15.0,0,37.0,2,0,30.6,50.0,0.892,0.82,Adventure
Pamukkale,Turkey,Middle East,Aegean,39.231,36.098,20.0,47.5,25.6,4.4,720.0,215.0,9.0,0,26.0,2,1,30.5,58.0,2.854,0.88,Adventure
Ephesus,Turkey,Middle East,Aegean,37.807,34.926,270.0,143.7,24.7,4.6,692.0,218.0,19.0,3,27.0,0,0,32.8,64.0,6.469,2.59,Culture
Bodrum,Turkey,Middle East,Aegean,38.894,31.751,271.0,50.5,23.9,1.9,670.0,241.0,32.0,1,40.0,0,0,35.7,58.0,0.884,0.87,Relaxation
Marmaris,Turkey,Middle East,Aegean,37.993,34.634,16.0,153.8,27.0,4.4,560.0,265.0,4.0,0,30.0,1,1,27.3,48.0,3.005,2.14,Relaxation
Fethiye,Turkey,Middle East,Mediterranean,37.781,35.171,82.0,142.4,25.7,2.2,737.0,213.0,15.0,0,26.0,0,0,35.2,60.0,0.76,0.44,Relaxation
Antalya,Turkey,Middle East,Mediterranean,37.85,39.29,13.0,143.9,27.5,5.0,771.0,241.0,8.0,1,22.0,0,0,38.5,64.0,2.148,2.16,Relaxation
Side,Turkey,Middle East,Mediterranean,38.268,35.745,184.0,94.9,27.3,1.1,587.0,224.0,9.0,1,27.0,1,0,31.5,51.0,1.027,0.77,Relaxation
Kaş,Turkey,Middle East,Mediterranean,36.654,33.686,310.0,32.7,25.1,0.2,684.0,254.0,24.0,0,28.0,1,0,29.7,50.0,2.205,1.05,Relaxation
Olympos,Turkey,Middle East,Mediterranean,39.326,36.322,0,44.6,27.0,4.1,696.0,210.0,17.0,1,29.0,1,0,35.8,58.0,2.711,1.76,Adventure
Ankara,Turkey,Middle East,Central Anatolia,40.722,36.7,107.0,232.4,27.4,3.9,637.0,240.0,6.0,1,22.0,0,0,33.3,52.0,1.544,0.75,Culture
Trabzon,Turkey,Middle East,Black Sea,37.982,32.84,170.0,0.4,23.9,5.5,422.0,230.0,0,1,2.0,0,0,37.7,56.0,8.074,3.2,Culture
Mardin,Turkey,Middle East,Southeastern Anatolia,38.916,38.317,160.0,114.5,26.0,1.6,676.0,262.0,19.0,1,25.0,1,1,36.4,66.0,2.124,1.68,Culture
Konya,Turkey,Middle East,Central Anatolia,38.719,35.645,151.0,148.4,26.3,3.7,641.0,203.0,13.0,1,15.0,0,0,35.2,56.0,2.265,0.74,Culture
